"","business_id","Group 1","Group 2","Group 3","Group 4","Group 5"
"5526","syt7Au1pb75gqXTlOfN5Zg",9,13,9,9,9
"5527","Sz46GVteyTbGQhA76HmleQ",40,35,46,49,44
"5528","SZ9JuY-zD0SIrBS1b9Isyg",2,0,2,0,5
"5529","SzCMZ664veIZpYp4Tk84Hg",30,22,21,19,12
"5530","Szn4e-sl4aLw-gDzwye7jw",6,3,6,3,4
"5531","SzwmfFFRJ2vAPambzFgTuA",8,5,5,3,1
"5532","SzYlhYIN2i2RDYs2YCrygg",10,8,13,16,10
"5533","t_0576Esa58pcLHCEpj31A",77,37,36,28,24
"5534","T_CUh42Rb1IIvTvIViDyLQ",10,10,7,5,3
"5535","T_Kcz_bkhE9T6YejqFqPxQ",24,27,20,16,10
"5536","T_nUr6KgnzrRwCssIGEd8g",3,1,2,4,11
"5537","t-9mhkwvld74Eycdvdg59A",0,1,4,2,5
"5538","T-D-YoUQlttcF9a2ZyOxfA",37,42,58,36,44
"5539","T-hoctrFbfDULmRty_2UIg",30,35,45,55,41
"5540","t-L8pjvnmd-fzeeHQXMcRg",14,12,15,17,25
"5541","T-LhjPRqlS7hLGRmSMBbfA",11,10,9,15,24
"5542","t0HV1S6uhBxLB5IyZC5hMQ",4,7,5,3,4
"5543","t0PNqBiITGf_AY6uNsaD5g",6,5,3,1,3
"5544","T11YSYqwlRDC48V8-W1GRw",3,4,4,7,3
"5545","T1igW_hV0e7wbByOhxSecg",1,1,3,5,3
"5546","T1ucnWtkgIcoK7LwPZUEuA",10,10,6,13,6
"5547","t1XhXY-Vt4K1OPLkuOcsfg",4,2,3,1,3
"5548","t259KzpmEzYRJ1bx4RO9sA",22,26,13,12,10
"5549","t2QVqqi4Mjf4y1uigc9Npg",38,47,49,49,54
"5550","T2zItRCqolfzSZR2Io0OZg",2,5,3,7,9
"5551","T3B7XXR3VIwYPcBd7CFehA",19,17,22,22,18
"5552","t3biB9BlC201XRUNjG28rw",13,19,16,21,7
"5553","T4A-I02jrqPZtW2icgHJPg",15,7,7,4,8
"5554","T4AyBSffvi3prLrw0H2enA",20,22,30,45,28
"5555","T4D7wX6GuCYChwRmser-0A",1,0,2,1,2
"5556","T4ox3wUzFjWvyrjaTRoBbA",51,60,44,40,38
"5557","T4xDWJmncwuJ3P2RPczAfQ",23,16,11,11,11
"5558","T50eTHtbkYMXeFDmVZyKEw",4,2,5,2,5
"5559","T57zVIOxqr20bdLS3dIp5Q",4,2,2,0,2
"5560","T5dnODMsEXydjfX4lcH2XQ",2,9,12,7,8
"5561","T5HYqRADhAL6VPRAacz74Q",12,22,18,19,13
"5562","T63pR4m_1UmRgcaapVUSLA",0,1,2,2,0
"5563","t65wgP7lQrCqxjBpMwOdbw",38,51,60,63,100
"5564","t66ThF12XJVpGpnnem-GqQ",17,15,20,25,25
"5565","T6hYDhIZAzPW98_OEbqOSw",26,31,20,25,26
"5566","t6SuvEq9PPVGzNv5bJzDtw",162,164,151,163,133
"5567","t719u5GZY0yPX4U7t5whrg",0,3,2,3,0
"5568","t7492xEXVTDGvuihdcaC1g",7,8,4,6,6
"5569","t770rFHYffrc_Rf_y9IFlQ",7,8,11,17,19
"5570","t7MXIcgrIBLFviNuKT5oSg",0,3,2,6,6
"5571","T7QTFV33o5r92Ny34a_HxQ",10,7,5,3,2
"5572","t80qleqEIqIyekB95IrAOA",45,75,91,139,129
"5573","T870Xz8KE_-KFF46KezDvQ",7,12,6,1,5
"5574","T8uhdmJgewM7htInfxa1dA",13,13,12,8,10
"5575","T8xI1f3_yHzhrquCZh07Wg",1,3,1,7,1
"5576","t8YzSZRPOV8d54NBAlRSMg",2,4,0,0,0
"5577","T93h3F_Mq8bdEWBEujsEcQ",10,7,4,3,3
"5578","T9BPnYNKtk6B42W0cJJXnA",2,7,4,5,9
"5579","T9iBSa4pxYXP129pHlt5Sg",16,25,33,42,19
"5580","t9P1Bv-UcXUuCtSp-3uYZA",1,4,3,1,3
"5581","tagVz1QH9qYZ2aea47wAmg",1,3,4,7,7
"5582","tahado6YB_0BlQisrE2SmA",4,3,5,1,6
"5583","TaKm7DeRsxz-xFVWX9XzPA",1,6,4,2,6
"5584","TakzvjVEcezDYtsmZ1QW_Q",43,49,48,54,34
"5585","TaRIGRKP0H_deKJ4HzTJ_Q",10,16,16,18,14
"5586","taWuzOyQWttjHJubBJttnw",4,5,6,2,1
"5587","tb24fvNJfHhyKEXkKn12Xw",69,80,78,87,93
"5588","TbaAnzOTX2-boTbAp3e8Qw",55,28,21,28,20
"5589","TBCQ8RimkoPynUoMFmxpLg",17,8,14,15,13
"5590","tBpcKHlBJTwRLq6Q2gv1KA",9,9,7,6,10
"5591","tbRu-3NR5za1SEZkszcp5Q",16,10,10,6,14
"5592","tbt8TduAgw21YAr8uw_AYQ",9,11,11,10,8
"5593","TBTaMIaeDw5B79hXDZBtrA",7,7,4,2,4
"5594","tc1kER4tWn3LI99Rk-NVZw",21,16,31,33,45
"5595","tc1w6LZUUB9gRMmKYzkIjQ",14,12,6,7,3
"5596","Tc2Obh3_mi2Xqf7kmz5Lmg",24,27,35,28,42
"5597","tcn6SVQRyEu3aa2KktRR9g",23,20,19,8,16
"5598","tcphcsPONrP82kUyvcELoA",158,151,134,103,57
"5599","tcxNX3YiHNbaobEpPFyOtA",20,16,9,5,1
"5600","tCYKZXzVg2zBAzmprrZt-g",41,54,42,35,36
"5601","TdAgCmJFMgwFJHWZ-wpzFQ",1,2,1,0,0
"5602","tdeHd2AVYlEnz9F1UGb84Q",32,44,48,56,59
"5603","Te_i6EWlOJVdQpuELBABhg",7,2,7,6,0
"5604","te-5x-HhFgSWwBkGSG33Kg",60,69,80,99,84
"5605","Te4VWxW8ceXp86D2fG5SOg",24,8,12,6,1
"5606","TehSM5JrMRikSnjnnfulbw",27,31,23,26,35
"5607","TEKCIR7IZWOdQ2ULc3Xyfg",1,6,4,2,0
"5608","TerqRmnDLmqwNFyHVLbmkg",2,3,3,2,0
"5609","tf5qrrarVIVYOy0evKrayA",17,20,24,37,18
"5610","tfcgb7IA_xjiuJonxpA4-A",19,35,35,17,20
"5611","TFQNH96S5d8KhQXk9V12ig",35,27,16,31,18
"5612","TfTlOE6h9E9o34dEkw9L_w",64,43,63,57,47
"5613","tFU2Js_nbIZOrnKfYJYBBg",433,503,527,533,593
"5614","tfVKzEDu8XYyP8KO1dsNvQ",17,21,25,29,34
"5615","TfvWSIAMFZ9zI3y2-K6wOA",1,1,1,0,1
"5616","tFWuvLflDDvTdypS_vdfNA",7,3,5,2,5
"5617","tFwZL_7idddle8Rl1CAPQA",2,4,5,4,4
"5618","tg1xGdWUMX02XD6AVb-kxw",19,14,14,16,20
"5619","tg88uNQ_Qeq3zopVmBY5dA",7,7,8,8,8
"5620","TgIJfXqEKE-JsD0QUoaC5Q",26,31,24,30,39
"5621","tGx7BSyqWDeppMvt2aQw_A",18,16,19,14,18
"5622","TgxDGx7L_JICWbuBUCGVqw",28,32,25,39,29
"5623","th4uGmjyjPnQpN-ukf20PA",74,78,82,52,46
"5624","thChit1w56sjMYwZwxaP1Q",5,18,25,28,36
"5625","THq4W2p3emLdTJEP8f6cbQ",20,44,29,42,48
"5626","tI3J5jomrBs--n7r92186g",187,119,76,56,37
"5627","tigIXsvKMb4xCiZP56oSPQ",3,8,5,6,1
"5628","TizJmnlHPRU9FLWwMDASVw",4,5,3,2,3
"5629","TJ3uW7wCWnzZmm2zFJfKWw",0,4,2,3,3
"5630","tJfB8N05sQ6h50Z3vo8AMw",12,12,13,27,21
"5631","TJFdh4tXS5RUXZfMf0XRIg",2,15,21,13,5
"5632","tJhh6NDsNIwWMpxlP-0F7g",6,8,10,12,13
"5633","Tjlj3DgQxXKKG4AmnbDnIA",6,13,10,15,9
"5634","TJo0LRUmc9Y1J05dM6fqiw",20,23,19,18,32
"5635","TjSLk1k5aynSewI-IuLUMw",5,3,3,5,5
"5636","tJYbeXYb2gXqleZYZNNFsQ",38,33,39,27,29
"5637","tK_a3oP-70kAr0u3qvwPPQ",10,4,4,2,4
"5638","Tk4BA8X5kkXxAFTs9piHMA",26,26,24,31,18
"5639","tk9eG67j-pv6cwucIAYCuA",8,7,13,10,15
"5640","tLARpaBj2Ko1MxFyCHrRiA",7,12,10,2,7
"5641","tLCrZk0_C4eprlJmr5CwCQ",3,7,10,15,15
"5642","tLF2vqJ9wATlpVDqHB9anw",3,1,4,2,3
"5643","TLGCA3EQW_12ndci12dQWw",35,30,34,30,29
"5644","tlH1ciAK3t_hrX6FS5VCDQ",7,3,2,3,2
"5645","tLRXIk4exmTclgKJfNSlGA",9,15,10,11,3
"5646","TLtDStferUQ5HexWy2YXrQ",4,3,1,1,2
"5647","tLvaZcQ1BvgSyA8KU2qgxw",24,29,20,29,17
"5648","tLVszu-8hZH08bqF4mQmjw",2,4,3,6,7
"5649","TM-YMJJ4od-o80ciuLhlXA",4,0,7,4,4
"5650","TMdHhDI7jYQ9206dtvrBgA",37,28,13,21,14
"5651","tmjm5ASa8Q2LVfsOUojHDQ",6,12,10,25,29
"5652","tMjTbuopXTGRlFefEkJriQ",21,20,10,11,18
"5653","TMq92PhrL-tQS3qOsNIXUA",19,19,21,5,6
"5654","TMrGMeFnkPBTu36O_U24fw",17,17,17,15,12
"5655","TMZP6Kzkc-FytzgbgIC9JA",61,42,38,32,34
"5656","Tn2AwkyK9T-N7D9lZFAVpw",15,11,13,8,5
"5657","TN49j3bUJr3fuKCJkCatSA",15,15,21,14,18
"5658","Tn5Rbb_zehQL44WpytV_rg",10,18,21,37,54
"5659","TnkxapUN4nWMz_z5h3qMYg",63,59,55,40,39
"5660","TnUgQXUHtx8LwJSfkeylGg",34,42,31,35,28
"5661","tNwqDzmE31YlSQ0eA8e56Q",2,0,2,3,5
"5662","To5CjntVFawXM_hpAhvVdQ",14,15,20,33,28
"5663","TODF1Eee6W8MDO-If3UkJQ",0,2,3,4,3
"5664","toIpqgcjG0HhPHZCMiHH3Q",20,23,22,27,34
"5665","tomw3dn386aTe6RGOxn5BQ",5,6,7,7,9
"5666","toOT-772gqKa4HhcIfzL2g",6,4,1,5,4
"5667","tPC9S1QWzh8-RqiMvtB-YA",3,5,11,14,18
"5668","tpIU_ZvIfCfCp36IgghlHQ",34,24,29,31,25
"5669","tpnEAM1bfOpz79Lvf6SmvA",14,12,9,12,6
"5670","tpra80c5szkOUgWuahgs3g",9,5,4,6,4
"5671","tpVbmgtUwjX1X2s_-1Fwng",9,3,6,3,4
"5672","TpYL1P0CqqoDdfqdTCHpwg",4,4,3,2,1
"5673","Tq7ZVUvqRP7YPLwVfdKwTg",7,8,9,8,10
"5674","Tq94bGwkFIu_6CIeQe94ow",2,8,5,6,5
"5675","TQhP4vCMjvX527YMxPfuUA",43,29,13,15,23
"5676","TqHTtjPANCBKGsjGBjDoQQ",38,36,43,26,38
"5677","tqn7equmFCyrkkJ10iU1xA",9,9,13,20,12
"5678","TQNDCD50mkXwySB_qXmrXA",4,7,3,5,11
"5679","tQQxehL2ZVGp7MqAxtSU_g",49,51,41,36,38
"5680","TQRCtfTJNGAdVAW9b5mMhg",8,3,5,5,8
"5681","tQTqlMW0sODNbe188ah1Yg",6,8,11,9,9
"5682","tqu42L0qXzkvYKSruOz0IA",372,325,274,254,183
"5683","TQU6uoswhbcI2Mj3EV505w",32,24,32,41,41
"5684","tr4L9VWmPGZtdBD-L2Pofw",50,22,30,21,24
"5685","trAvQPp7gps0Btk-2AmLpw",26,26,23,21,23
"5686","trC8BtTuNJniFaCaK1IQ4w",47,52,58,46,46
"5687","TRcQQJ6h4wdf2_zAyJXR_Q",22,27,22,18,32
"5688","trG1k-K6Nq4YKcexa1AGOA",43,31,21,23,18
"5689","TRI4ZCk8caJckKkGTvzpIQ",5,5,6,4,2
"5690","Trlr-E66o3UHjTbuybRGVg",6,0,2,1,0
"5691","TrUlUCfoa1L034YKEermnQ",4,2,5,4,3
"5692","TrUPQ6CgVw4CpUuIk-AE2A",9,12,12,10,11
"5693","TSBDz4PY39DaWVMLaE_P-w",5,9,7,9,10
"5694","TsD1cUoAas0Lv0UtT9-sdQ",32,28,16,14,10
"5695","TsDD1Svyl1Oqf6HImW_jHw",40,30,20,11,23
"5696","TSg3URWOZ_I8vZGajxQ_6g",31,56,67,78,125
"5697","TsmBNiwMMeb8aRrZs00JBA",34,28,33,30,30
"5698","tSNpBgk_uXt6kmtChX39tg",5,6,5,9,4
"5699","TSrJ-niAC-nx-KzUTVJgsA",3,10,12,10,19
"5700","tsRvkXctd4Aw-5tpXpFH6Q",13,16,18,13,14
"5701","Tt6DYs0TyERWHWW5xiRL_A",59,56,73,68,60
"5702","TTANYIuSz1092fEaqQmh9g",6,12,17,8,16
"5703","tteHjtbjQfWnJgFe4jPoMA",28,30,30,38,32
"5704","ttLtsY1S2Angj6hvEdzwDQ",59,40,43,34,30
"5705","TTwSbXCOr60ozQoz48mJew",5,2,1,1,1
"5706","tu8XqAD9bp4_GqUmAD4E5A",2,4,3,4,1
"5707","TuCAYZ89lP_s6D7Y78xNhQ",33,34,38,30,29
"5708","TuuENwzxOFdDLY_oKCbFZw",26,31,46,44,35
"5709","TvcEDOBqkQM1kiTLrk0l-g",16,13,8,9,4
"5710","TVJT7Xknd-ikf4vskcjKQw",14,22,21,19,29
"5711","tvl7g3vGfhg2LWPx6LtvBw",2,3,1,2,1
"5712","tWCXFJYoj9eixMEVTJd50g",1,2,0,0,0
"5713","TWtdZw-QCgG71af01hAU4w",25,14,19,12,5
"5714","tWVuAPWXvW2g8ce0WWepXA",9,16,15,19,24
"5715","TwwD5FQSe0vk1Ecp89HjEw",16,18,14,26,34
"5716","TwxHMCcRdF_CQb_EZ6kPQQ",80,59,71,72,80
"5717","txCJurIIrE9ZoHu3gZUvnQ",28,8,12,9,5
"5718","TxDKDFQ3ovgzTaNcqKf2Uw",10,16,24,14,17
"5719","tXeXtTOvVLm_xGgaMEuoTA",1,3,9,8,4
"5720","TxKmAsKQjND5vbhBdUSyIA",28,44,33,34,41
"5721","txnCvfN26q_k4ICowNpigg",17,16,16,10,14
"5722","txOMZiCpQwI4qydicluM3g",3,2,1,1,2
"5723","TxxhWPMILH40JlZbX7KNHA",3,4,8,5,5
"5724","tXydHtnQ2sU37kXy30CBLw",31,28,48,38,47
"5725","tY-l8kvP4HH2zKYvz0vIMQ",0,1,2,0,1
"5726","Ty8jreks3Xy9-Jt2CgAOeA",4,1,0,0,2
"5727","tygo8BbCFwGFxIitgTp_zQ",13,7,11,14,13
"5728","tyH0l9SPwV2N8ExwILQ2NQ",7,6,5,7,12
"5729","TyHi1Es0j6jwJsJBUGStoA",1,4,3,5,4
"5730","TyIsuojeKcTb4Acfg7xqew",4,0,2,5,1
"5731","tyL1Sj9BgtzH7YPkA6v5ZA",17,23,19,20,34
"5732","tYlwIZWPEQFvU9avTaIv3w",5,9,11,11,12
"5733","TypkaxMUTthOfl_Btj5X1A",27,29,22,31,21
"5734","TYyW_pl7hgfUEMwxVwc4OQ",1,3,1,1,4
"5735","tyZMENMVq9GNmU0urcCQsA",2,0,7,4,5
"5736","tZ1FVdbAna3lUL5LGcAa_Q",9,7,13,4,12
"5737","tz1OiXy_smAtZx80oRQttQ",29,27,25,21,11
"5738","tZCIC-GWGYS7yh3KVbRnlw",18,15,19,30,27
"5739","TzImzfIWkZTnetKl2a4-SQ",52,46,46,43,36
"5740","TzOTe6yecv99lZuKQ6fPfA",111,79,56,48,38
"5741","tzpQZDplONH7kMdR0HuWcQ",12,8,12,5,3
"5742","tZYDgckrbIcz-Sf_-1OgOg",35,31,27,33,24
"5743","U_CvxSM9epIi8u5A0jOUVw",7,4,10,7,11
"5744","u_w4pMQ306HUjAOD_n4GWQ",19,30,20,16,13
"5745","u-nMW__EKMYH_PVqacYc3Q",24,27,37,33,53
"5746","U-uTG4ofQoaCGGY5MVsJsA",14,8,9,6,6
"5747","u-y1z3usKenHtOGrH5Vveg",5,5,6,4,3
"5748","U02Ds6t6XBh5G345Hc6tUA",14,12,5,3,3
"5749","u06aj0p-kG0FP9Vj-hxYug",4,6,10,10,13
"5750","u06X5C_pIAVuOXOznIcPYw",11,6,3,6,2
"5751","U0JlscSlQmOCfJ-Fdn5L4A",1,0,1,2,2
"5752","u0Z0OwRYbwknE5Pr_CJhnw",30,25,23,21,24
"5753","U1vsVIrIuSBZAGNahBNFVQ",22,18,15,22,20
"5754","u2JMTEY5H0NRk8ZTMkxPGg",32,30,24,24,25
"5755","U2JW2qOGnjqPhREgUR__XA",4,5,3,3,2
"5756","u2OC1xmpAyF9R5RiKdbV-g",41,43,44,32,16
"5757","U3AUN4Azkm76qsEaWqOCEw",16,27,28,26,35
"5758","U3FZfxY-g6SgQf5ZT6oU0Q",20,17,13,7,18
"5759","u3I3KAnBGk4kBoSna5XmYQ",2,0,0,0,3
"5760","U4sjlIG1Ds_4p1OP1Yp9EQ",1,3,2,1,2
"5761","u5cRdcNN-9V8SlsfO_Kl7w",34,23,40,56,58
"5762","u5ea3QjzrkoIw_LoDefQqw",18,21,21,12,20
"5763","u5o4H8h0sIVhqa8Lcusi5g",22,20,12,17,22
"5764","U5oM7F_XUWMiTqto7tcPVw",9,12,17,15,13
"5765","U605aUo9MJn5vgLfP3yYKg",18,20,13,13,3
"5766","u6EUXOSFnjxvzLll4D21bA",42,89,63,113,98
"5767","U6stLkJYMaro_4-3KI84_Q",61,57,86,79,108
"5768","u7-9OD_9qc6PDYlMk0-VcA",50,53,73,76,86
"5769","u72jN4ZEvwbUA35vQX8-ag",3,5,1,5,2
"5770","U7jOpLoLXYphWFqS6JO8mQ",26,24,13,18,14
"5771","U87W6T9vjwWnp28Zjnn4pQ",57,61,75,75,59
"5772","u8LsKcXXnPMpQqrykr_apQ",16,29,26,28,31
"5773","U8pLRrR-17w74U5cWLDWmA",28,37,40,35,35
"5774","U8RIy3r16fmuneo2stVuOA",28,45,38,49,42
"5775","u9521MhFE7jiqq0B51xfrQ",7,11,11,6,4
"5776","u9D56nbjL1IwxEdlrB4XPw",4,9,4,0,2
"5777","U9hKUngQjWw9ZE6Znwergg",43,39,31,40,35
"5778","U9iWs_XQ88IEj_Cgawyz4w",17,22,17,15,24
"5779","U9zkQuiqehClzoJ74siF8w",16,22,36,45,46
"5780","uAv2nIoLVQYYdeXHo5X9FQ",5,7,9,9,5
"5781","uAVXeASB8STR0QLaJgEuGw",5,4,2,1,3
"5782","ub0UsaBwSTyy-HuVWLUIsg",15,8,9,13,3
"5783","UB2j_EV3CIM_E4LcpadKMQ",82,83,91,64,95
"5784","UBDBDZxp1LuaHdFezDPQ_w",33,40,41,42,55
"5785","UBEljDx_qM8aJW9VmiCqlA",8,8,13,10,8
"5786","ubfD6-I73lP00v0fkx-keQ",17,26,35,35,31
"5787","UBq0EyWQe42H0lrq0PXXqQ",6,1,1,2,1
"5788","UBriZt4m5BzkvNqnCeuGmw",13,20,11,12,9
"5789","UbSuXdtTmdzV8QzU6t011g",10,12,14,9,11
"5790","UBvTnbaRD3h_dD6oXWLCBA",58,49,78,74,101
"5791","ubwHoadNnVfMB9dFV2uyTQ",49,33,38,43,30
"5792","UCEAhciqe8avW1N-bWJ32g",28,48,44,43,47
"5793","uCFoGYwwjXqsRdmD8Ecskw",21,20,31,37,45
"5794","uchuMhsItIZOtD33p4KBaQ",22,16,8,14,13
"5795","UCid2Tas6K4SB9sHO9gQ8w",41,30,28,29,28
"5796","uck7Ak83gz2ejesPzMLTBQ",18,21,23,19,13
"5797","uCoNIQty4nPrhn_WHo110A",75,92,70,67,46
"5798","UCQmb-6o-fT-hkWvBhAkdw",15,17,13,6,26
"5799","ud_ij4Bj8Y_HGxi3fliIAg",6,6,1,2,5
"5800","ud94l5Yt1bregMm170LE5w",28,23,12,16,14
"5801","udGgvy4TYdsdv13j1UzOIg",80,76,76,52,38
"5802","UdGMFTF89PVjHFl3_BAG9w",8,9,11,4,3
"5803","udmb-UuD3xoueQ55INQFRw",38,25,14,15,15
"5804","udVKZfBZ3IyZf_mlTy0law",3,9,10,8,11
"5805","UDxk5pvPlNvEtFM4KQ9m1A",4,3,8,4,4
"5806","Ue7rYwKOpeYF-LHhIpFKug",15,19,21,31,26
"5807","uECIvsUWlDWSiJ9jAfH_kQ",22,13,20,23,24
"5808","ueGdEChyilGkiVKQqo0iLA",2,3,3,3,3
"5809","UETunq2HsmwW9pbsSGWZ6g",6,11,10,8,4
"5810","UEUQS4z7s-DRzQjky92KYw",203,142,132,110,88
"5811","uEv5oBGUSSiuLqSbbHQQ8A",7,12,15,21,18
"5812","uevPN8zwJpBpnxRur1jUhw",11,21,13,15,22
"5813","uEWmxUPrGqhAzTWWYiK1XA",0,0,2,0,1
"5814","uEWNDYYV7yJMB3xPUdQ7vA",17,8,6,6,5
"5815","UeYT4UMnfpb9lJkmKnz17w",7,4,2,3,3
"5816","UEyXv6C3CyxVYmxRDWYgUQ",31,18,27,34,33
"5817","uEZWVN-ehk_XyDh0Dujh0w",11,12,6,14,10
"5818","ufbOme2hCBeBC60zexUwpA",20,21,9,10,6
"5819","ufIN_oA285Zivd-4szJKxQ",19,13,16,18,9
"5820","ufKmcpK6OTaWzeBGWNOa8A",14,14,15,11,17
"5821","uFNCii_PfEh9QiAEszHb4A",33,13,12,6,4
"5822","UFvogJEUiLSJwyx2LSz2uQ",2,3,3,3,0
"5823","uFwC7N9APy8oTjhda3p9lw",8,8,11,8,6
"5824","ufx4U76IsSbA06tfnHP5XQ",16,17,22,15,20
"5825","UFxW6456E2PRt6UadgY7rg",8,14,11,8,17
"5826","UFyNuxNcuoJ6peYZANEh5w",25,25,30,21,22
"5827","UG3hzAi0DLTBA7sLbXESCw",3,7,1,3,2
"5828","Ug6Q03FSQ2LM_MrVddLaZg",22,12,23,15,13
"5829","Ug97walz3YLxPMrpkktsFg",40,33,26,32,29
"5830","ugc287HhOgVukLGZTaX-YQ",28,31,29,33,23
"5831","UgTEzSQAfNMLQf3PiFhb7A",7,9,9,9,5
"5832","ugunBCxJthnro0yof1rY3A",3,1,3,3,2
"5833","uGykseHzyS5xAMWoN6YUqA",3,3,7,4,7
"5834","uHeIhaozBhVKLO-bIfTgfA",10,10,16,10,13
"5835","UHh2br86pxndWXELC6B8Cw",20,23,28,24,15
"5836","uhiJAzv7JVk_IIzPKXH-YQ",4,3,2,9,5
"5837","uhPXsYt-6nAzYcUoo2InFg",6,5,10,14,10
"5838","uHPXU5sWTZRILmMQbfWcJw",91,83,105,89,65
"5839","uhxcmHsXI08b4wWs_zzVMg",6,9,15,5,0
"5840","ui0hqXvjm_HYgBF3I3umEA",4,3,3,5,2
"5841","UI8iKvzhGn2qZCGIqtQqrQ",49,78,71,47,60
"5842","uiadM74nDbEPGeGQFghK0g",60,96,100,104,104
"5843","uIDdneARsmwPLebKrwMtBw",30,32,51,30,35
"5844","UIGFrEcoDsw05I1UOrxdOA",32,30,38,30,31
"5845","UigtwOB_B0Wba3yH4IK1AA",6,11,12,5,8
"5846","UIjO8lq1Lh0H2l9VfIfifQ",40,44,34,25,28
"5847","uIlk2wYCZkdHI6N2nXcNQg",0,1,0,1,0
"5848","UIMq21p_fJM1vxi5599-qA",0,4,0,0,2
"5849","uimRcvvt297N3Ef2hoqdfA",7,11,7,12,16
"5850","uipUN3oBtOVnA4lSFaW-nA",8,7,6,15,21
"5851","UIqKaIBPgkIW3M7coOIZPQ",17,27,30,44,34
"5852","Uiz1Xq1I6jdnDLtzIIF9hQ",63,84,53,53,60
"5853","uJ-i_-GGYUnzCEs40Fkweg",34,33,38,43,37
"5854","UJ3qZj4oF-PyHZXhlfm0DQ",2,0,2,2,0
"5855","UjAj7SjUQg8znkwk_gaDJw",76,85,86,104,92
"5856","UJBSI5HydQgUhlTkC8ODDw",8,10,11,4,10
"5857","uJczFcnoK8f9uWgtb0hFGw",10,9,10,17,16
"5858","UJDfIlh5DhrgZ33E5Qmssw",3,0,0,4,0
"5859","UJHeQyOB7JJPJZ5pfB3Zvw",5,2,3,2,0
"5860","ujLZmyy11g1JHCQTxRA3Dw",14,11,16,16,17
"5861","UJuNE5RPA-tbHowVEkuLpg",15,16,10,4,4
"5862","uJyLh7J5J4_w5OUUYBmx2w",7,8,4,5,4
"5863","uK02Gc9r2lqgbLoG3aznTg",11,9,6,6,3
"5864","Uk1w16IRU2zRHx4ZqL8R9w",34,48,35,45,38
"5865","ukQM_fKwj9go1fxFODynAQ",10,10,9,17,4
"5866","uKSX1n1RoAzGq4bV8GPHVg",150,176,216,211,228
"5867","UkZ5mAzll7d3Hw0UfeAJKQ",4,7,4,9,3
"5868","Ul1mS4EA2Q8DGyLB7gQXJA",26,22,29,23,24
"5869","UL3OMN_c-NXHlyb97pDifA",60,74,78,57,50
"5870","ul8ViWuPb2iRez1Zd3Xw4w",48,50,72,72,78
"5871","ULS5w5Cg-A0egr_fDd8v9Q",13,9,3,10,8
"5872","UlSzm4inJmYQ-BKRcW716g",3,4,6,7,10
"5873","ULVe1zN3HpNeVeTvRaNXoA",3,3,1,1,1
"5874","UlVo_EMmSooxXVLLp9g5RQ",8,11,7,11,10
"5875","uM8zS2iv5Pd_KhMBxjwQZQ",21,27,17,22,13
"5876","umdxfhSlk67yGEi8-S-bEg",58,47,36,40,35
"5877","UmKzm412wseSirmstTTMew",19,16,17,25,31
"5878","umm-6FnNkuO3BbVk3hmPBg",7,4,6,1,5
"5879","uMO2dbCPPXNlifLqmDcVhQ",7,5,10,7,11
"5880","uMxfxbqT27XDeU9UTXeErg",55,58,60,56,58
"5881","umyo8MPjiZiDXHtvyaOi6g",20,20,19,12,18
"5882","un3KC2gyMrSG6yqjVRctXg",35,49,55,51,70
"5883","UN4lidQIvTVMicwsqv_j_g",8,11,9,6,5
"5884","uNBO3GiwzfVz2jU7k6gVuw",7,5,6,4,0
"5885","UNjUknUqBzufyPKeMi3FpQ",3,5,5,4,9
"5886","Unk6ToZjPfHBPWiGOwqVeA",1,3,3,3,4
"5887","uNlyL9PbetafZaeIewUhuQ",25,28,28,30,32
"5888","UnpufJ2XBZd27f8X-Zz7eA",6,7,5,8,12
"5889","unPzS1QJJctlZyLGFSk_HA",6,5,7,4,2
"5890","UnUJUbIrHhZ2YIHRVJKMJQ",8,17,17,16,36
"5891","unXHmjewHGeWQwJr74Sy9g",1,2,4,2,2
"5892","UO80ofDOenKF4QWR2z-oKA",31,46,44,55,80
"5893","uO927aFIJoUZYV_PgSMfYQ",2,2,0,1,0
"5894","UO9rIZ_DjkoIcCB7SWaIvA",7,5,6,10,9
"5895","UOAKTN7QViJu1vnsdTJPrQ",17,7,7,12,4
"5896","uOcqOnMHLpoVVNx2VNhlNQ",15,14,17,19,26
"5897","UomQ7gVcsc8zXeVUAT8VzQ",2,3,1,2,3
"5898","UOmSlLpZ0yFljNZ4e-rItg",3,2,1,0,0
"5899","Up7ZFJm8iCys4VBAgDhVnQ",6,6,7,5,7
"5900","UPB0u6rgNMSawHOV7Ewnxg",4,1,0,1,1
"5901","uPDTnuR-sOi47blHH943lg",25,30,33,41,36
"5902","upEYCgGGZOuTvwzqnKZK5g",61,40,38,30,31
"5903","UpkfQApZT5rctZicZ_ZTgw",34,61,84,75,73
"5904","UpMR63WZgIn8VDKnYpDwXA",145,111,121,90,61
"5905","UpYva_zhJ6pRGfdTruIYIg",24,10,15,12,9
"5906","uq_cgrcgLzDN6NbVWXHHgw",5,9,7,12,24
"5907","uQ1A9spWBHXOQhSF7y3Nyw",18,11,15,6,12
"5908","Uq9HDxWQLV3O0K6Rrlk64Q",9,13,7,8,7
"5909","uqgNQGDC_AQY1f9M3tPsLQ",24,11,16,9,11
"5910","uQni9zWYFcz7LUn2_hIdDQ",16,36,31,46,25
